content,score
Mantab 👍,5
Membantu bgt dlm berbelanja untuk emak2 yg sibuk,5
bagus dan praktis,5
Mantap,5
"serakah ra glm kerjasama expedisi liyone, garap dw kabeh, spx matot",1
Good,5
good,5
dikira paket gw bola apa ya di oper opee bolak balik dc dari sunter ke bekasi terus kembali lagi ke sunter kocak udah mah ngasih voucet garansi nanggung 2 hari aplikasi kikir lebih parah dari capcut ini mah aplikasi paling overrated yang pernah ada SPX LAMBAT DAN MENYUSAHKAN ORANG nyesel dulu percaya ama apk ini,1
JELEKKK,1
"shopee bagus, cuman pengirimannya astaghfirullah lama banget",1
mantul,5
"Gratis ongkirnya sampein ke Sulawesi juga dong min, capek banget mau beli barang kehalang ongkir malah lebih besar ongkir daripada harga barangnya😔",5
Puas sama shopee,5
Ok,5
Langganan,5
suka sekali belanja di shopee,5
mna paketnya lama bener sampe.mana ni team expedisinya ni.nga becus,1
sangat cocok dan sangat membantu,5
"Shopee live berisiknya ampun2... tiap buka aplikasi harus langsung masuk shopee video dlu. Emang user mau nonton video trs gt, giliran pindah ke menu suara dr video msh nongol trs... Dan itu sangat mengganggu sekali. VANGKEEEEEEE DUANCCCCOOOOOK.",1
goooooood,5
"Maaf saya rubah, karena tidak bisa bayar dengan shopeepay, tolong diperbaiki lagi",3
godd,5
"beli pulsa tinggal bayar lwt tf bank, di klik malah gak keluar2 nomer.va nya",3
oke,5
Mantap,5
"Aplikasi berat, boyo, lemot, lamban, tulalit, lelet.",1
-Shopee emang luar biasa... -Dengan shopee hidup serasa jadi lebih Mudah...,5
"PENGIRIMAN SPX SUPER DUPER LELET BANGETTTTTTTTTTTT!!!! BANTU DONG,INI PENGIRIMAN NYA BIKIN KESELLLLL BANGET DAHHHH,LAPORAN PUN SAMA AJA GAADA YG NANGANIN",1
belajar lebih muda,5
shopee ternyata klop dihati. Yang sudah sudah shopee klop dihati.,5
keren sekali,4
mntul,5
ok,5
toko online idola. suka sama shopee. semoga Amanah selalu shoppee,5
"Kembalikan Halaman Flash sale ke halaman utama, semenjak di tiadakan dihalaman utama banyak yg ngeluh, termasuk sy.",5
Shopee tempat belanja terbaik super murah super hemattt🥰🥰🥰🥰🥰🥰,5
mantap,5
Sangat memudahkan,5
keren mantap jiwa,5
"Sangat baik,tp kadang2 toko dan live suka nakal krn barang tidak sesuai, tolong kl ada toko nakal hrs kena sangsi",4
terbaik👍💯,5
Sangat memudah&puas saat berbelanja,5
dari sekian lama punya Shoope baru kali ini aku sering blanja d sini..tokonya sering amanah ..makasih Shoope,5
baik lumayan membantu untuk kebutuhan yg diperlukan sesuwi setandar masing2,4
Lemot,3
Sangat memuaskan belanja dishopee,5
Jasa pengiriman nya lama banget,1
sangat bagus,5
Top.. 👍👍,5
Memberi kemudahan dalam berbelanja kebutuhan,5
Paylater di bekukan terus padahal sudah lama lunas.,1
masih banyak bugg,2
Bgus,5
shopee sangat membatu,5
bagus,4
shopee membantu saya berbelanja online,5
tolong ya min .masak mau tf gak bisa mau beli token gak bisa sedang dowlonad fitur terus tapi gak jalan 0% padahal data juta banyak pakai wifipun gak bisa taii,1
buka aplikasi shopee sekarang tiba tiba muncul video live jualan. harus kita atur dulu volume hp nya biar tidak kaget..baik di kantor di tempat ramai ataupun dirumah.jangan sampai lupa ya.mode volumenya,5
Senang berbelanja kerna semua nya adz,4
"belaja di shopee lebih mudah dan banyak pilihan, tak perlu repot kita datang ketoko. Cuman ya itu klau ketemu yang gx amanah n penipu terkadang apa yng dipesen lain pula yng dkirim,, dikonfr balik gx bisa ya dah lah ihklas gx ihklas ujungnya. Tpi ya gx semua... Begitu. Intinya belanja dishopee itu sangat membantu sekali... Maksih shopee... Semoga tambah amanah... Suksesss",5
"Bagus,17-3-2025",5
mantappp,5
lama pengiriman,2
"Ni aplikasi gmn sih,ngasi vocer garansi tpt waktu,eh giliran mo di pake mlh di bilang melebihi pemakaian (M10).ya percuma donk ini pny vocer sampe numpuk gini,sdgkn wktu pakainya terbatas.ini mah sm aja bo'ongan Min2.",3
Membantu banget,5
"knapa skrg buka shope lsg masuk ke shope video, sangat mengganggu sekali, coba gmna cara nya matikan biar masuk aplikasi ngak lsg masuk ke shope video,",1
aplikasi andalan saya untuk belanja online,5
Enek gw sama shopee bikin iklan maksa amat dah mau lakuin sesuatu aja harus keluar dari aplikasinya. Tolong ya pls bikin iklan itu jangan maksa🙏,1
"Nge crash Mulu, padahal jaringan bagus dan hp ku juga gak burik burik amat, dipake main ml aja lancar lah dipake liat shopee ngecrash Mulu, tolong diperbaiki kalau memang dari aplikasi nya",1
masih jd harga termurah,5
Respon cepat..layanan jelas dan tepat,5
Belanja jadi makin gampang dengan aplikasi shopee...tingkatkan trus ya...,5
"sangat membantu sekali., tanpa kluar rmh pun brng sdh depan pintu.",5
"sangat disayangkan sebenarnya shopee bagus, tapi klu mengadakan ivent itu yg benar, waktu ada ivent bayar 1000 utk semua makanan tiba2 kuotanya habis, dari pagi Sy tungguin distand solaria, baru Sy mau pesan makanan yg bayarnya 1000, tiba2 kuotanya habis, itu sama juga ngebohongin kita semua padahal Sy sdh percaya sama shopee, ternyata shopee membuat kita kecewa, jgn suka ngebohongin orang, itu tdk baik tau, terus klu mau pesan barang dishopee kena pajaknya besar banget, mknya Sy jadi malas.",1
👍👍👍👍 buat shopee. Semoga menjadi lebih baik lagi utk ke depan2 nya. Thanks,5
Ok,5
amanah,5
bagus,5
"Kirim barang lama, kurir pun sering GK antar barang",1
Mantapppppp,5
luar biasa,5
semoga aman,5
puas deh belanja di shopee👍👍,5
Ngebut dan lelet banget bikin hp hidup mati sendiri ga bisa masuk aplikasi,2
"payah sekarang shopee pengiriman nya lelet,bahkan pernah sampe 2 Minggu ga Dateng Dateng di cancel juga gabisa",1
apk ilegal kerja sama dengan judi,1
Mantap,5
bagus semoga bnyk gratis ongkir ny lagi,5
trima kasih,5
Tolong itu shopeenya sering eror dan penanganan tidak profesional.,1
mantap,5
oke yesyou,5
shoope selalu memuaskan,5
Sangat puas dan layanan nya bagus sistem nya pun mantap,5
kau memang tebaik man,5
bguss,1
i love toko oyen 🧡,5
Maaf Aku Hanya Bisa Mengasih Bintang 2 Karna Shopee Kayaknya Ada Kerusakan Aplikasi saya Kan Udh Check-in Selama 7 Hari Kan Seharusnya Saya Mendapatkan 25RB Koin Tapi Kok Saya Cuman Dapet 100 Koin Kan Itu Namanya Pembohong Saya Udh Cape Cape Nungguin Sampai 7 Hari Ternyata Dapet Nya Cuman 100 Gimana Dong Oh Ya 1 Lagi Kenapa Pas Kita Lagi Main Mesin Capit Di Shopee Games Saya Kan Mainin Yang Biasa Menang Terus Giliran Maini Mesin Capit Bayar Pakai Koin 350 GK Dapet Dapet Itu Di Sengaja?,2
murah gratis ongkr da tepat waktu terjamin kualitasnya,4
bangus,5
sllu banyak iklan,1
Respon baik dan cepat,5
Terpercaya deh👍,5
"Tolong ya untuk shopee videonya jangan langsung terbuka kek begitu, ngabisin kuota gw aja, video emang berguna tapi pas kita mau buka aja jangan dipaksa gitu dong, lu pikir ini aplikasi apa? Tiktok? Kocak. ( APAAN FEEDBACK KEK BEGITU, APA HUBUNGANNYA JARINGAN TIDAK STABIL SAMA KALAU BUKA APP LANGSUNG DIPAKSA BUAT NONTON LIVE SHOPEE) (KAGA IKHLAS GW, KUOTA GW TERKURAS AMA APP KEK GINI) VIDEO EMANG BAGUS TAPI BUKAN UNTUK PAKSAAN!",1
mudah aman terpercaya,5
"Shopee skrg kok pengiriman nya lama bgt sih ga sesuai estimati tanggal nya datang selalu kelewat terus yah walaupun dapat voucher gnti juga sama aja kan kita butuh yg garcep, status di bolak balik terus udh smpe ke lokasi sortir malah balik lagi ke sortir cape dehh",1
Sangat membantu,5
aplikasi shopee saya tidak bisa buka halaman awal di menu shopee,5
tidak sesuai yang di pesan,3
ok,5
sangat membantu,5
Jadi afiliasi shopee pemula belom fyp,5
shopee memang luar biasa yu kita belanja di shopee,5
Puas belanja di shopee,5
shopee memang terpercaya mantap cepat 👍💪,5
poko ny mantap,5
Tambahkan cara menghapus daftat pesanan selesai Terimakasih,3
okelah,5
4x pesan makanan selalu gagal alasan driver tidak ditemukan.,2
oke banget,5
"Sory gw unistall,, iklan nya ganggu banget. Nongol dimana2.",1
"parah makin kesini malah makin gk jelas, paket cod tb2 dateng gk ada pemberitahuan dikirim, shopeefood notifnya sudah menuju lokasi, tapi malah delay 1jam, sering bgt shopeefood kaya gtuu, tolong di perbaiki lgi dong hadeuhh",1
Baguss pelayanan nya,5
"ditunggu ya kak update an nya untuk pengahapusan riwayat pesanan nya sejauh ini shopee oke sih, cuma kasih fitur penghapusan pesanan aja biar pengguna juga enak menghapus pesanan yang gak mungkin dipesan ulang, soalmya liat tutor di yutup juga semua nya ngasih tau cuma hapus akun saja trimakasih kak",5
jos,5
"Aplikasi nya terlalu besar memakan file penyimpanan, pengiriman sangat lambat, gak ada opsi jasa pengiriman lain, tolong di perbaiki, jgn smpe kalah saing sama platform sebelah yg bnyak menyediakan jasa pengiriman yg bisa cepat sampai",1
bagus,3
mantap banget,5
Dengan adanya shopee memudahkan kita para emak2 u/ belanja 😍,5
mudah dan cepat,5
saya sangat suka Shopee belanja aman dan terpercaya sukses selalu buat Shopee,5
Tambah bagus sekarang. Terus tingkatkan supaya jadi platform terdepan dan legend..bravo,5
Nice,5
"Baru buka aplikasi sudah diarahin ke live video. Parah banget aplikasi ini sekarang. Selain itu, ini aplikasi shoping kan? Kok besar banget datanya kaya game, masa iya data tembus 800mb.",1
bagus,2
banyak scam produk,1
mantap,5
"Suka bgt belanja dishopee,mudah dan pengiriman cepet dan slalu diupdate pick up nya. Jadi mempermudah untuk proses paket sampai mana. Love you more shopee",5
mayan,2
Cepat dan aman,5
"gausah adain scan barcode lah,ngga bisa login jadinya gua",1
Ok,3
cukup baik,5
Habis upgred lemot skrg mohon diperbaiki,3
ya ga di ragukan lagi emang bagus bngt! thx shoppe udh ada fitur VIP nya recommended banget asli harga terjangkau lah lov banyak² dah hehe.,5
sangat bagus👍👍👍,5
INI APLIKASI BUAT JUAL BELI APA LIVE DOANG GBLOG BUKA APLIKASI DI ARAHIN LIVE GAK JELAS APLIKASI GBLOG DI SINI NIATNYA BELI KURANG²IN NYIARIN LIVE GAK JELAS COK,1
"sudah langganan shopee dari dulu ,gak di ragukan lagi si ,semua baik dan berkualitas , trimaksih shopee ,berkat shopee berbelanja jadi mudah aman dan saya percaya",5
baik,5
aplikasi nya aman dan terpercaya saya kasih bintang 5 makasih yg telah membuat aplikasi ini 🙏☺️,5
Aplikasi nya tidak ada gratis ongkir nya,4
memudahkan belanja dan gratis ongkir,5
"Terlalu banyak update, udah gitu ttp loading lama padahal internet lancar. Udah gitu metode pembayaran g bisa di ubah kadang²",1
"Tiap Bulan ada aja return barag dr kurir ! Yang mana barang itu sbnernya ditunggu tunggu sm pembeli. Pembeli chat saya trs menanyakan kenapa pesanan tidak sampai, malah di return lagi ke alamat penjual sm kurir ?? Ini oknum kurir yang malas antar ke alamat tujuan. Bisa dibyangkan klo brang pecah belah. ? Diperjalanan return brang itu pecah. Siapa yang dirugikan ? Buatkan peraturan klo kurir mau return barang harus ada konfirmasi dlu sama pembeli. Persempit oknum kurir yang malas seperti ini. !!!",1
semenjak pesanan saya gara - gara dibatalan entah dari penjual atau kurir. saya tidak bisa belanja menggunakan metode pembayaran cod. padahal sebelumnya bagus tidak ada kendala. semakin kesini semakin kecewa pake apk ini. makin kesini semakin jelek. masa 2X barang penjualan saya dikembalikan alasannya ga jelas katanya pelanggan ga merasa mesen padahal pelanggan saya sudah menunggu.,1
"bagusan apk lama, apk update baru tapi sistem jadi jelek, pemilihan kurir tidak bisa automat langsung terpilih spx tdk bisa pilih j&t atau jasa krm lainnya.. 👎",3
"sangat baik, membantu dan mempermudah belanjaan tanpa harus antri panjang",5
ok ok,4
bagus,5
Bagus banget,5
ok,5
paket sering Nyasar 😭,1
downloading lama bahkan tidak jalan walau signal lancar. developer tolong dilatih jangan ngandelin vendor doang,1
Barang selalu sesuai,5
Sekarang buka aplikasi langsung masuk vidio...bukan masuk ke halaman beranda lagi...menjenģkelkan bikin nguras kuota data...paraaah,1
Sangat memuaskan apa yg di perlukan ada,5
semogz selalu amanah,5
sangat puas dengan memesan disini.. semoga slalu amanah,5
"aplikasi lemot, pdhal sinyal bagus",1
toooooooop,5
sesuai pesanan dan kurir jga cepat,5
Shopee ok banget,5
Ok,5
Belajar lebih mura.,5
🙏,5
dengan shopee semua orang bisa lebih mudah,5
aplikasi yang membantu,3
okok,5
mantep bg ak dapet iphone🤩🤩,5
kenapa ya transaksi pakai shopeepay tidak bisa ? pdhl saldo saya sangat mencukupi,2
tolong dong shopee supaya bisa membatalkan pesanan 2x susah banget saya minta batalin ke penjual nya,3
Baguss banget diskon nya gila sampe ada yg ngga harus bayarr 🤭🤯🤯,5
bisa membeli barang yang kita suka💟,5
oke good,5
"paket belum di antar sudah di retur,apa lagi daerah Sumatera utara( berastagi ) kurir nya gak niat kerja",2
"Shopee busuk bgt, masa mau CO barang tapi g bisa pake shopee pay, padahal udah di isi masih aja tetep tertera anda tidak memiliki saldo, apaan skh shopee, buruk bgt App nya",3
"makin lama aplikasi shopee makin lemot kenapa yaa, masa co kadang lebih 3 hari baru di ACC, k sebelumnya ku pikir karena hpku yg lemot. setelah ganti hp pun sama saja",3
"shopenya emg ga ada kendala, untuk driver shopefood nya sgt buruk pelayananya,saya 3×minta di taro di dpn rmh tp ttp di tlfn dan di panggil"" pdhl sdh bayar nontunai,iya tau rmh saya masuk gang,tp sdh saya kasi arahan+fto,chat jg lgsg saya bls,tp ttp di panggil"" dan di tlfn,pas keluar rumah saya di marahin,mohon di kondisikan lg untuk drivernya,kalau emg kejauhan atau ke grimisan ya udah cancel aja ga usa di nyalain smpe hujan reda",2
Bagus sekali nga ribet untuk buat pesanya,5
good apps,5
Penilaian pada pengguna sangat buruk,1
"Shopee makin kesini kok malah kaya gini, udah 3x pesen paket ada aja barang yang ga dikirim(kurang), trus saldo shopee pay tiba² kepotong, pas diliat ada pembayaran goggle play, pas saya liat transaksinya jam berapa, ternyata pas jam saya lagi tidur, posisi saya sendiri dan hp disamping saya, anehhh sekaliii",1
mantap pesan mudah di dapat dn cepat,5
"Mohon bantuannya untuk ditambahkan fitur ""catatan untuk kurir"" saat pembuatan pesanan. Dikarenakan ada kurir yang tidak konfirmasi pesanan lewat WhatsApp jika pembeli sedang tidak ada di tempat, jadi pembeli tidak bisa menerima barang tepat waktu",5
bagus lah,5
Pelayanan bgs,5
sangat bagus apk nya trimakasih min,5
Senang belanja di shopee pencarian selalu ada bagus dan murah gratis ongkir lagi . selamat buat shopee sukses dan jaya,5
oʻke bangèt,5
"saya sebagai pengguna lama shopee,sangat kecewa dengan kinerja jasa kirim shopee yang setiap saya memesan barang di aplikasi ini selalu saja mengalami keterlambatan dan tidak bertanggung jawab",1
Mengenang kan,5
pengiriman cepat barang sesuai pesanan,5
bagus,1
bagus banget sangat membantu,5
Sangat puas pokonya,5
Baik dipertahankan dan lebih ditingkatkan agar jadi yang terbaik.,5
Bagusss,5
"Pemesanan sesuai , dan pelayanan TDK ribet..mantap",5
Ok,5
Mudah dan cepat,4
"shopee manatul sekali,belanja lebih mirah dan berkualitas terjangkau",5
Kadang tidak sesuai dengan pencarian,4
"Shopee sangat membantu,untuk kaum rebahan,produk nya juga bagus2 sesuai harapan,tidak kecewa belanja di shopee mksih shopee",5
bagus,5
"bagus sebenarnya ni app karena banyak barang murah, cuman ya pas lagi pembayaran pake shopepay harus download fitur ga jelas. kelamaan jadinya badmood",3
Buruk,1
sangat enak dapat promo dan lain lain,5
"Sebenarnya saya puas bgt memakai aplikasi belanja shopee. Tapi Mohon maaf, beberapa kali beli barang di shopee, begitu sampai, kemasannya pasti sudah tersobek dan terbuka di bagian atas....Mohon beritahu pada pihak ekspedisi, jangan suka membuka atau mengintip pesanan konsumen.",3
Tlong aplikasi shopee agar membuat nama&no hp kurir saat pengantaran seperti Tiktokshop saya mohon agar diperbaharui,2
Pesanan cpt sampai & kurirnya ramah,5
Fitur pesanan selesai sangat meresah kan Tolon update selanjut nya di adakan fitu konfirmasi saat mencet pesanan selesai Karena tidak semua pencet pesanan selesai itu dengan sengaja Seperti saya tidak sengaja memencet tombol pesanan selesai,2
"Males banget sama Shopee, tiap ada notif masuk pasti tiba-tiba masuk aplikasi Shopee sendiri dan gatau buka produk apaan, bikin hp jadi macet, buruk",1
aplikasi jozz,5
Untuk pengiriman di tanjung Jabung Timur Jambi kurir paling cepat J&at,5
Baik,5
"bagus, dan memuaskan pelanggan",5
banyak diskon dan gratis ongkir nya,5
"Sepertinya saya akan menjadi langganan tetap di Shopee,krn belanja apaa aja ada di sini,tanpa hrs capek2 keluar rumah... Terima kasih Shopee",5
Mantap,5
rekomendasi buat belanja online disini,5
"belanja di Shopee enak & sampai member saya hampir mencapai platinum,, tapi semakin lama kinerja kurir spx yg gak amanah kerja.. suka nutupin barang lah, sampai sminggu kadang 10 hari baru barang datang,. jadi kesal juga lama""",4
Sangat bagus dan beguna,5
cukup membantu,5
bagus,5
bagus,5
"Sangat Buruk 👎, 👎, 👎 Tidak Bisa Menggunakan Spinjam & Dinonaktifkan Spaylater Semenjak Download Shopee, Sangat Buruk 👎👎👎",1
"saya sangat puas belanja di sini, trimksih shopee, cuman saya ada kendala gara gara pesanan ada yang tidak saya ambil jadi tidak bisa cod, harus nungu 60 hari",5
sangat membantu sekalih,5
paling recommended,5
membantu,5
"puas sama pelayanan nya. belanja apa aja jadi mudah Dan murah 🤭 sejauh ini belum pernah gagal saat belanja, asal mau teliti Dan cari rating penilaian yang bagus di toko nya saat mau cek out. happy shopping.",5
peta di shopee suka gk sinkron skarang sama alamat yg tertera,2
Mantap,5
Good membantu,5
barang sesuai dengan harga yang didapat.,5
tidak bisa terinstal,1
